ID;SEXO;EDAD;GRADO_INSTRUCCION;GRADO_OCUPACIONAL;TIPO_CARGO;AÑOS_TRABAJANDO;GERENCIA;AREA;CREDIBILIDAD;RESPETO;IMPARCIALIDAD;ORGULLO;CAMARADERIA;GENERAL;CALIFICACION;SUGERENCIA;TARGET
620;Femenino;de 39 a 45 años;Universitaria completa;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);más de 15 años;Gerencia de Operaciones;Marketing Casino;4.9375;5;5;4.888888889;4.95;5;El trato que te dan es especial, te hacen sentir como en casa, te dan la seguridad de surgir profesionalmente y mejorar tu calidad de vida.;Pienso yo que seguir reforzando el respeto mutuo, el apoyo a los trabajadores, seguir motivándolos y motivándolos, el resto está súper!;PROMOTOR
621;Masculino;de 31 a 38 años;Universitaria incompleta;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 4 a 6 años;Gerencia de Operaciones;Marketing Casino;4.25;4;3.833333333;4.055555556;4.05;4;No indica;No indica;PROMOTOR
622;Masculino;de 23 a 30 años;Universitaria incompleta;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.59375;4.8;4.875;4.611111111;4.65;5;La relación laboral entre los que forman parte de las distintas áreas. Trabajo en equipo!;No indica;PROMOTOR
623;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Marketing Casino;4.1875;4.5;4.25;4.333333333;4.45;5;Su gente, su trato al personal, sus beneficios, su infraestructura.;Tomar en cuenta un bono para el área de Casino Mesas, el cual no tenemos.;PROMOTOR
624;Masculino;de 23 a 30 años;Post-grado;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.875;4.4;4.666666667;4.722222222;4.65;4;Las ganas de crecer y ser mejores, también los beneficios a los trabajadores. Sugiero que más adelante, de ser posible, se considere entregar vales para alimentos en los beneficios. Estoy contento de trabajar aquí.;Las oficinas son demasiado cerradas, casi no hay ventanass y eso no es saludable. Otro factor que debería mejorar son los agentes de seguridad internos, algunos de ellos llegan a ser groseros y mal educados, sin contestar el saludo, eso mancha la imagen de tan buena empresa ya que son los primeros que uno ve al llegar a la empresa.;PROMOTOR
625;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.96875;4.266666667;4.083333333;4.111111111;4.4;5;Que es el mejor casino de Lima y reconocido por los turistas.;Mejoraría el casino antiguo ya que cuando paso siento que se han olvidado un poco de ahí.;PROMOTOR
626;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.59375;3.5;3.958333333;4.166666667;3.8;4;No indica;No indica;NEUTRO
627;Masculino;22 años o menos;Instituto superior o técnico completo;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;2.8125;2.066666667;2.333333333;3.333333333;3.05;3;Muchos beneficios que ofrecen para estudiar y crecer profesionalmente.;El ambiente de trabajo (decoración, luz natural, señal). Los APR no dan buen trato. Que se respeten los feriados. El tiempo de descanso es muy corto y que aumenten más el tiempo de trabajo no es bueno para que el trabajador se sienta mejor.;DETRACTOR
628;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;3.3125;3.7;3.625;3.611111111;3.75;3;Las reuniones para confraternizar (reuniones en Enero, etc) Las Olimpiadas fueron excelentes. Descuentos para estudiar. La Granja Villa para los niños.;Podría mejorar sus descuentos para poder estudiar idiomas y otras carreras. Más reuniones y paseos con todos.;NEUTRO
629;Femenino;de 23 a 30 años;Universitaria completa;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.75;4.366666667;4.458333333;4.555555556;4.65;4.5;No indica;No indica;PROMOTOR
630;Masculino;de 23 a 30 años;Secundaria o menor;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.8125;3.566666667;3.75;4.166666667;2.85;4;No indica;No indica;NEUTRO
631;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.90625;3.933333333;3.541666667;4.388888889;4.15;5;La hace única y especial el hecho que uno tiene la posibilidad de crecer profesionalmente en un lugar que es reconocido como el mejor centro de entretenimiento del país.;Que su directiva empiece a reconocer más el trabajo de sus empleados sin favoritismos, con igualdad para todos. Que nos den la confianza para acercarnos a ellos en todo momento ante algún problema o duda. Tener tino para corregir sin ofender o menospreciar.;PROMOTOR
632;Femenino;22 años o menos;Secundaria o menor;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;2.96875;3.666666667;3.833333333;4.055555556;3.65;5;Creo que es un conjunto de herramientas o beneficios que hace que Atlantic City sea un gran lugar donde trabajar.;Que las jefaturas reciban mayor capacitación sobre el trato hacia sus trabajadores y el manejo con ellos mismos. También creo que las charlas que se dan deberían ser dirigidas para todo el personal y no tan solo para supervisores y encargados.;NEUTRO
633;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;3.125;3.666666667;3.041666667;3.444444444;3.5;3;No indica;No indica;NEUTRO
634;Femenino;de 23 a 30 años;Universitaria completa;Asistente Analista;Jefaturas (Jefe, Supervisor, Encargados);menos de 1 año;Gerencia de Operaciones;Marketing Casino;2.9375;3.066666667;2.791666667;4.166666667;3.25;3;Atlantic City en mi parecer lo que te hace especial es la calidad de infraestrucutra, seguridad que brinda a sus trabajadores y sueldo puntual.;Cambiaría o mejor dicho un punto de mejora es que se de movilidad en horario nocturno.;NEUTRO
635;Femenino;de 23 a 30 años;Universitaria incompleta;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;4.4375;4;4.25;4.388888889;4.1;5;El clima laboral que tiene, ya seas un gerente o un simple trabajador, todos son personas valiosas, una pieza clave para que todo funcione.;"Mejoraría el reconocimiento de cada área por su dificultad, y un simple ""hoy lo hiciste muy bien"". Gracias por el apoyo, genera satisfacción personal.";PROMOTOR
636;Femenino;22 años o menos;Instituto superior o técnico incompleto;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.5625;4.666666667;4.541666667;4.388888889;4.4;5;Es un lugar muy acogedor, me gusta mucho, y los beneficios y cuando hacen los eventos, en realidad no cualquier empresa hace eso.;Siemplemente que siga así, me siento muy a gusto y feliz :);PROMOTOR
637;Femenino;de 23 a 30 años;Universitaria completa;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;3.25;3.1;2.541666667;2.833333333;3.4;3;El corazón humilde de la mayoría de sus colaboradores, sobretodo operativos con ganas de crecer.;"Que planillas no tenga ""errores"" en los depósitos, que si uno no se da cuenta ni reclama, nadie se da cuenta.  Que en comedor no nos vendan comida pasada o malograda.";NEUTRO
638;Femenino;de 23 a 30 años;Universitaria incompleta;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.9375;5;5;5;5;5;Una organización que fomenta la disciplina, reconoce logros y es un lugar donde me siento a gusto para trabajar y dar lo mejor de mí.;En realidad me siento contenta de estar aquí con las normas hasta el momento establecidas.;PROMOTOR
639;Femenino;de 23 a 30 años;Universitaria completa;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.78125;4.933333333;4.833333333;4.722222222;4.8;5;Buena organización.;Que no se le descuente el bono a las personas que están enfermas y tienen descanso médico (original), ya que uno trabaja fuerte y uno debe velar por su salud sin perjudicar su bolsillo.;PROMOTOR
640;Femenino;de 23 a 30 años;Universitaria incompleta;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.125;4.066666667;4.083333333;4.333333333;4.1;4;El trabajo en equipo y la vocación de servicio, todos juntos remamos hacia un mismo lugar, con ganas, con alegría, con entusiasmo, logrando siempre los objetivos.;Manejar horarios en fechas especiales importantes para el trabajador en la vida personal o de padres.;PROMOTOR
641;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;4.125;4.466666667;4.041666667;4.888888889;4.65;5;No indica;No indica;PROMOTOR
642;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar (otros);Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;4.59375;4.8;4.583333333;4.555555556;4.75;5;El ambiente en sí, ya que lo creamos nosotros mismos, esa sensación de entrar a turno y sentirte bien es única. Gracias por la oportunidad.;Quizás con dos días de descanso sería todo.;PROMOTOR
643;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar (otros);Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.8125;3.666666667;3.958333333;3.333333333;3.95;4;Al área al que pertenezco, telemarketing, somos colaboradores unidos.;No indica;NEUTRO
644;Masculino;22 años o menos;Instituto superior o técnico incompleto;Auxiliar (otros);Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.46875;3.666666667;3.75;4.166666667;3.95;4;Las campañas que realizan a diario.;Variación en el horario del GYM (muay thai), mejorar un poco más los beneficios.;NEUTRO
645;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar (otros);Trabajador;de 7 a 9 años;Gerencia de Operaciones;Marketing Casino;2.375;1.933333333;2.125;2.277777778;2;2;El respaldo de tu jefe y que te brinda todas las herramientas de trabajo. Excelente!;Más comunicación y apoyo entre las áreas darle solución a los problemas que tengamos, ser sinceros y honestidad.;DETRACTOR
646;Femenino;de 23 a 30 años;Universitaria incompleta;Auxiliar (otros);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;4.65625;4.633333333;4.5;4.666666667;4.5;5;Cordialidad, puntualidad en pagos.;Posibilidades para ascender.;PROMOTOR
647;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar (otros);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Marketing Casino;2.46875;3.1;2.875;3.388888889;3.15;2;Personalmente las facilidades con las que he contado al momento de resolver un terma personal. Lo tomo mucho en cuenta y lo agradezco. Porque no se me ha negado nada hasta el momento.;Me gustaría que haya un mejor diálogo entre áreas o incluso entre las mismas para un aviso de crecimiento profesional.;DETRACTOR
648;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar (otros);Trabajador;menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.3125;3.5;3.458333333;3.722222222;3.95;3.5;Al momento de ingresar te hacen sentir como en casa y que tienes algo especial, por eso te escogieron para trabajar acá.;Mejorar los equipos y la estructura del área de trabajo.;NEUTRO
649;Masculino;de 39 a 45 años;Post-grado;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);más de 15 años;Gerencia de Operaciones;CCTV Máquinas;4.5625;3.766666667;3.833333333;4.555555556;4.25;5;No indica;No indica;PROMOTOR
650;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;CCTV Máquinas;5;4.666666667;4.833333333;5;5;5;La preocupación al trabajador y el apoyo que brinda.;No indica;PROMOTOR
651;Masculino;de 31 a 38 años;Universitaria completa;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;CCTV Máquinas;3.84375;4.066666667;4;4.777777778;4.5;4;Siempre hay oportunidad de aprender cosas nuevas y esto me hace sentir que puedo aprender más.;Valorar a las personas que hacen su trabajo profesional y por lo mismo hacer que las remuneraciones sean justas y no estén fijados en gente solamente antigua y con experiencia.;PROMOTOR
652;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Supervisor;Trabajador;de 7 a 9 años;Gerencia de Operaciones;CCTV Máquinas;5;5;5;5;5;5;Lo que ahce especial a Atlantic City y a mi área de trabajo es que he notado que hay un excelente clima laboral, ya que se recibe siempre el apoyo en todo momento de parte de nuestros jefes y gerentes.;Pediría que sigan brindandonos charlas y talleres como nos lo siguen brindando hasta ahora.;PROMOTOR
653;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Analista;Trabajador;de 4 a 6 años;Gerencia de Operaciones;CCTV Máquinas;3.875;3.9;4.083333333;3.944444444;4.15;4.5;No indica;No indica;PROMOTOR
654;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;CCTV Máquinas;4.34375;4.466666667;4.333333333;4.166666667;4.75;5;No indica;No indica;PROMOTOR
655;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;de 10 a 15 años;Gerencia de Operaciones;CCTV Máquinas;4.875;4.766666667;4.458333333;4.944444444;4.85;5;Sí, es un lugar especial y muy bueno porque nos brinda todos los beneficios, así como las capacitaciones que nos ayudan a crecer como persona y como trabajador.;Yo pienso que todo lo que nos están dando hasta el momento está bien, porque nos dan muchas cosas que antes no nos daban.;PROMOTOR
656;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;CCTV Máquinas;4.0625;4.6;4;4.5;4.6;5;Muchos beneficios para sus trabajadores y puntualidad en los pagos.;No indica;PROMOTOR
657;Femenino;de 31 a 38 años;Instituto superior o técnico completo;Asistente Analista;Trabajador;de 7 a 9 años;Gerencia de Operaciones;CCTV Máquinas;3.84375;3.8;3.833333333;4.333333333;4.35;5;No indica;Mejoraría los sueldos según responsabilidades y diferencias que hay entre áreas.;PROMOTOR
658;Masculino;de 23 a 30 años;Universitaria completa;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;CCTV Máquinas;3.8125;3.833333333;3.083333333;4.166666667;4.15;5;No indica;No indica;PROMOTOR
659;Masculino;de 23 a 30 años;Universitaria completa;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;CCTV Máquinas;4.84375;4.9;4.75;4.722222222;4.8;5;Sí, la confianza, el apoyo que te brindan los compañeros del área para poder desenvolverte de la mejora manera, además que si uno hace las cosas bien puede hacer línea de carrera.;No indica;PROMOTOR
660;Masculino;de 23 a 30 años;Universitaria completa;Asistente Analista;Trabajador;menos de 1 año;Gerencia de Operaciones;CCTV Máquinas;4.0625;3.966666667;4.125;4.111111111;4.3;4;Creo que el trabajo en equipo que noto en mi área es lo que más resalto.;Brindar más beneficios o convenios a los trabajadores.;PROMOTOR
661;Masculino;de 31 a 38 años;Universitaria completa;Asistente Analista;Trabajador;de 1 a 3 años;Gerencia de Operaciones;CCTV Máquinas;3.53125;3.333333333;3.833333333;4.666666667;4.15;3.5;Las personas que laboran son los que hacen la diferencia (buenas personas). Los pagos son puntuales.;La comunicación entre áreas (fluidez).;NEUTRO
662;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Auxiliar (otros);Trabajador;de 7 a 9 años;Gerencia de Operaciones;CCTV Máquinas;4.6875;4.433333333;4.75;4.666666667;4.5;4.5;No indica;No indica;PROMOTOR
663;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);más de 15 años;Gerencia de Operaciones;Conteo de Billetes y Fichas;4.625;4.666666667;4.583333333;4.888888889;4.55;5;No indica;No indica;PROMOTOR
664;Masculino;de 46 años o más;Universitaria completa;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;Conteo de Billetes y Fichas;4.03125;4.2;4.416666667;3.666666667;3.9;4.5;Reconocimiento y consideración al potencial humano. Respeto entre colaboradores (como una gran familia). Ambiente agradable para realizar nuestro trabajo.;Que todos tratemos a nuestros invitados por igual. Reconocimiento justo al trabajo que realizas.;PROMOTOR
